bin_label,bin_interval,bin_num,bin_mean,bin_stddev,bin_stderr,bin_median,bin_rstddev,bin_unc
0.35,"(0.3, 0.4]",31,0.014434685925297824,0.04447036816825805,0.008119141262104876,0.019907891915782017,0.016763372612850953,0.0037734664248784016
0.45,"(0.4, 0.5]",23,-0.0035147501315889776,0.04024736435790591,0.008580766912530803,0.005389603205902205,0.02423013369158452,0.006332159283971432
0.55,"(0.5, 0.6]",16,-0.018579433761192643,0.022214793891141272,0.005735835118654694,-0.013719327237412315,0.019703640151763138,0.0061737126896955164
0.6500000000000001,"(0.6, 0.7]",16,-0.03440278923557161,0.009757861316444802,0.00251946895821282,-0.03288675060405488,0.008721060940195655,0.002732557242184305
0.7500000000000002,"(0.7, 0.8]",12,-0.06186488738832985,0.01875479722273856,0.005654784127911211,-0.0597719645815431,0.013830668447540917,0.005003944520010028
0.8500000000000003,"(0.8, 0.9]",13,-0.06976289715627114,0.024628054408607835,0.007109506921213242,-0.06534105198231899,0.013830402597891289,0.004807541975248022
0.9500000000000002,"(0.9, 1.0]",9,-0.13431027877717602,0.13630779309724675,0.04819208241381802,-0.09902562362865197,0.021703641777112634,0.009067160356828856
1.0500000000000003,"(1.0, 1.1]",15,-0.12031421768962905,0.021172717425853353,0.005658646753894396,-0.1262157678518605,0.016485035781310862,0.005334628773733509
1.1500000000000004,"(1.1, 1.2]",9,-0.1256021253198792,0.013551680945944805,0.004791242746677049,-0.12472431055392263,0.01273249758844375,0.005319273076977354
1.2500000000000004,"(1.2, 1.3]",21,-0.15130249239446583,0.028024382012700945,0.006266442320782169,-0.14658205290231052,0.023858057801842636,0.006525073042405662
1.3500000000000005,"(1.3, 1.4]",16,-0.15289078395241407,0.09079811981341038,0.023443973726952273,-0.1695207069698963,0.02134557812068465,0.006688178706956624
1.4500000000000004,"(1.4, 1.5]",16,-0.20091783993092371,0.027162731626151616,0.007013387148372447,-0.2018802664839665,0.02917760452866146,0.009142176062193043
1.5500000000000005,"(1.5, 1.6]",15,-0.23096754345875467,0.02463704492378055,0.006584527223381781,-0.22317848005030427,0.017836533551748465,0.0057719792890406595
1.6500000000000006,"(1.6, 1.7]",17,-0.2599747924366697,0.023761893361154633,0.005940473340288658,-0.26543475083334656,0.01902612719502962,0.005783435195968652
1.7500000000000004,"(1.7, 1.8]",27,-0.29532946949038186,0.055063793964983114,0.010798898458457752,-0.30311977271748347,0.0213621279210131,0.005152554187893092
1.8500000000000005,"(1.8, 1.9]",30,-0.3539724441360569,0.030843432545908236,0.005727481637153518,-0.3583597270425827,0.03191277939419842,0.007302371798956337
1.9500000000000006,"(1.9, 2.0]",38,-0.3924108850018346,0.09367605969064884,0.01540024934789887,-0.3920769931534487,0.04309557991482692,0.008761951993660463
2.0500000000000003,"(2.0, 2.1]",41,-0.460468206515956,0.049223063997653624,0.0077828497822409245,-0.46387621572971227,0.040152064874111736,0.007859155731344826
2.1500000000000004,"(2.1, 2.2]",46,-0.5506016736376133,0.05849759917443846,0.008720307218305332,-0.5542392664378966,0.06466587790521781,0.01194967793990784
2.2500000000000004,"(2.2, 2.3]",51,-0.6433264886191468,0.06528562538113822,0.009232781684201483,-0.6466661880185072,0.05668915840984374,0.009948895291536523
2.3500000000000005,"(2.3, 2.4]",69,-0.7300882390428396,0.07342385790564664,0.008903950634862453,-0.7186735626968606,0.06950495353719142,0.010486997162649562
2.45,"(2.4, 2.5]",68,-0.8021443398530435,0.06116142128290206,0.007472056854174045,-0.8007269006709965,0.06036107923491301,0.009174079058113458
2.5500000000000003,"(2.5, 2.6]",56,-0.8809825647202142,0.07062346313974399,0.009522865827098648,-0.8821198822854868,0.073357820055753,0.012286051802005423
2.6500000000000004,"(2.6, 2.7]",50,-0.9914966180072514,0.0767943626161516,0.010970623230878801,-0.9950818087514293,0.05672136944452343,0.010053600970058002
2.7500000000000004,"(2.7, 2.8]",52,-1.0666271152698281,0.08707882564529369,0.012193474529165227,-1.0746914051310519,0.054910506169456454,0.009543632639154948
2.8500000000000005,"(2.8, 2.9]",21,-1.1563554503834639,0.05762167981271884,0.012884599303896667,-1.1636257778286634,0.06520863804566487,0.017834273425680693
2.9500000000000006,"(2.9, 3.0]",17,-1.2105759348155944,0.07354072327005509,0.018385180817513773,-1.2145041599291702,0.09792371498202829,0.029766197499983837
3.0500000000000007,"(3.0, 3.1]",12,-1.3077201386522466,0.060908233186069784,0.018364523283787865,-1.3101449359525645,0.056539028525584775,0.02045585598630941
3.1500000000000004,"(3.1, 3.2]",5,-1.3437035659324414,0.02373094059464336,0.01186547029732168,-1.341280077211053,0.019745915340074957,0.011067568204085724
3.2500000000000004,"(3.2, 3.3]",8,-1.494331823059543,0.05429974775746676,0.02052337554568489,-1.496229087314994,0.0668501378426557,0.02962219606319491
