bin_label,bin_interval,bin_num,bin_mean,bin_stddev,bin_stderr,bin_median,bin_rstddev,bin_unc
0.125,"(0.1, 0.15]",9,-0.11927533532827855,0.12406448446326244,0.04386341913419297,-0.09329780142437016,0.0774685318477491,0.03236413538728667
0.17500000000000002,"(0.15, 0.2]",19,-0.00913676912986791,0.15247026031634522,0.03593758499965529,0.009234923967614606,0.09796155509195117,0.028166884229351704
0.22500000000000003,"(0.2, 0.25]",63,0.026671088859995785,0.10416953193402562,0.013229543785171653,0.002801661433547764,0.005569082098797868,0.0008793733179058727
0.2750000000000001,"(0.25, 0.3]",163,0.004009415744593952,0.02975654749829789,0.0023378951689717814,0.0014345415566978659,0.005409637137764118,0.0005310486036392386
0.32500000000000007,"(0.3, 0.35]",149,-0.004561277877139535,0.04969405529628879,0.004084826182903152,-0.0014839387657517022,0.007165080199328401,0.0007356781545518628
0.3750000000000001,"(0.35, 0.4]",176,-0.0032637950268977756,0.013228744803425087,0.0009999991116400233,-0.0036241397995784297,0.005182429465620226,0.0004895950345204887
0.42500000000000016,"(0.4, 0.45]",136,-0.009076700341061764,0.017682807366457293,0.0015218937432107317,-0.006646165484113453,0.006264498942243116,0.0006732507169585898
0.4750000000000001,"(0.45, 0.5]",142,-0.012720496869375571,0.04736832794663057,0.003989132837796381,-0.008715917341405088,0.007708518075696531,0.0008107494476028422
0.5250000000000001,"(0.5, 0.55]",131,-0.011601823448160645,0.045453948397616246,0.003986574995129722,-0.012301200878063412,0.006704333403243831,0.0007341417016175958
0.5750000000000002,"(0.55, 0.6]",105,-0.01621709540381218,0.01498330294585765,0.0014692337326730849,-0.015305983680026003,0.007134862621555424,0.0008726717240708758
0.6250000000000002,"(0.6, 0.65]",98,-0.00861952490093175,0.09006970724188385,0.009145193184275452,-0.018803411450914354,0.007054170782324763,0.0008930851548626216
0.6750000000000002,"(0.65, 0.7]",101,-0.023977346214841058,0.01456344910248012,0.001456344910248012,-0.021824935517898325,0.007109271609560487,0.000886593123157887
0.7250000000000002,"(0.7, 0.75]",87,-0.02307786788167893,0.006457300556775733,0.0006963086264452342,-0.02367739526974333,0.005826716616838303,0.0007829322973205697
0.7750000000000002,"(0.75, 0.8]",85,-0.03136541703230785,0.024492966884189005,0.0026724017795438765,-0.0279513402777134,0.006899904754925263,0.0009379799854034752
0.8250000000000002,"(0.8, 0.85]",82,-0.02679955598503573,0.012239390964426961,0.0013599323293807734,-0.028301717953812755,0.007092688587935945,0.0009816663502691025
0.8750000000000002,"(0.85, 0.9]",72,-0.03608631194097435,0.04022628224007215,0.004773981393984678,-0.030698738892583677,0.006298547511808183,0.0009303237327013142
0.9250000000000003,"(0.9, 0.95]",81,-0.03898879360713512,0.015678898033108908,0.0017529540907159633,-0.036981121081854695,0.006972751855080897,0.0009710053862184186
0.9750000000000003,"(0.95, 1.0]",81,-0.040551791349051,0.011202072898474314,0.0012524298244948333,-0.040449349366667775,0.007753673485829069,0.0010797542884353251
1.0250000000000004,"(1.0, 1.05]",93,-0.04369911677714186,0.014171244358288825,0.0014774543569141105,-0.043298773469835794,0.0074150334802916724,0.0009636771923665577
1.0750000000000002,"(1.05, 1.1]",108,-0.050583750899961304,0.013040709788309998,0.0012606929995414226,-0.04891462388263346,0.009339315695701692,0.0011263234256875772
1.1250000000000004,"(1.1, 1.15]",114,-0.05818998890789484,0.018525735535572702,0.0017427546020468818,-0.05471294571296248,0.010161470253465683,0.001192790201959654
1.1750000000000003,"(1.15, 1.2]",168,-0.08128589851971824,0.03603066764462617,0.0027881367707127754,-0.06716692609813357,0.027209212374400975,0.0026310025443877453
1.2250000000000003,"(1.2, 1.25]",541,-0.11269813161752965,0.03703083331085069,0.0015935533412123066,-0.11246104042060523,0.045351133738984806,0.0024437088096596637
1.2750000000000004,"(1.25, 1.3]",701,-0.12686003044390304,0.0371148072328342,0.0014028078556597235,-0.1254027276942935,0.043165993455298,0.0020433495667966516
1.3250000000000004,"(1.3, 1.35]",560,-0.13745272900808583,0.03920600796226197,0.001658237452724691,-0.13544755870463376,0.03701329664925254,0.001960305204625548
1.3750000000000004,"(1.35, 1.4]",233,-0.15760476536699497,0.03785682419320467,0.002485422272103675,-0.1547167069635833,0.04152808580446893,0.0034097606239223907
1.4250000000000005,"(1.4, 1.45]",55,-0.17298348415197312,0.044258778281099545,0.00602285685709268,-0.18221970745295835,0.042291116919809024,0.007147065280235896
1.4750000000000005,"(1.45, 1.5]",11,-0.20006419372154677,0.06800521317095011,0.021505136638548396,-0.20427651518658507,0.06268969591098678,0.023689710810136624
