bin_label,bin_interval,bin_num,bin_mean,bin_stddev,bin_stderr,bin_median,bin_rstddev,bin_unc
0.025,"(0.0, 0.05]",5,-0.002049786467330961,0.043708128800666025,0.021854064400333013,0.026893010678250562,0.040810121963907854,0.022874037514783167
0.07500000000000001,"(0.05, 0.1]",129,0.02996634675489786,0.03170925412315775,0.002802728577106542,0.033515943638541046,0.010317198479165967,0.0011384838356293709
0.125,"(0.1, 0.15]",241,0.02770766120490612,0.022915724731462996,0.0014792036708538268,0.029222744844460635,0.007582281557914971,0.0006121407968908531
0.17500000000000002,"(0.15, 0.2]",177,0.02308677565704847,0.027616187593910244,0.002081648463387908,0.02644455837314652,0.006995827769709088,0.000659040970839505
0.225,"(0.2, 0.25]",179,0.019933236422742952,0.0362370305850196,0.002716080273858443,0.02171316451838834,0.007124759832580912,0.0006674268168495253
0.275,"(0.25, 0.3]",140,0.018880420571136432,0.02154983352985243,0.0018278330236467084,0.019921249754435877,0.009524748674382917,0.0010089030748100184
0.32500000000000007,"(0.3, 0.35]",107,0.01762604129398069,0.034081751422233665,0.0033103123320790137,0.017983853654932602,0.007983243685408085,0.0009672693708801063
0.37500000000000006,"(0.35, 0.4]",96,0.017865154719577447,0.00979373533582522,0.0010048160440608103,0.017986851186465813,0.006350312640033408,0.000812305566044545
0.42500000000000004,"(0.4, 0.45]",105,0.01653843850041544,0.01152515939339166,0.001130134858541755,0.015669594472893067,0.008499020201290385,0.001039523114231509
0.47500000000000003,"(0.45, 0.5]",82,0.01655524919162048,0.015186753544314433,0.0016874170604793814,0.016014118923759924,0.010465623547213799,0.001448498738314624
0.525,"(0.5, 0.55]",80,0.010079677052603219,0.019069670592637564,0.0021455055658421325,0.013889874537403202,0.011424174083951973,0.0016008098848787912
0.5750000000000001,"(0.55, 0.6]",77,0.016596843608760656,0.011773701699985028,0.0013505362079375728,0.01631079696896265,0.008388494096865286,0.0011981152034639105
0.6250000000000001,"(0.6, 0.65]",78,0.01560958169786307,0.015093758020775994,0.0017200933649899161,0.016280918299912628,0.010585333026521314,0.0015021633546389265
0.675,"(0.65, 0.7]",62,0.015400213516352363,0.01098665894646576,0.001406697532392314,0.01591985970168075,0.009293733610287324,0.00147929338001572
0.7250000000000001,"(0.7, 0.75]",85,0.006589588328924253,0.03076769314474728,0.0033570305427375784,0.011132686069281306,0.008981674467052234,0.0012209778518306044
0.775,"(0.75, 0.8]",84,0.010508349954623665,0.011319247410536833,0.001242448815657794,0.009731644984638521,0.009743303544018065,0.0013323751628713393
0.8250000000000001,"(0.8, 0.85]",95,0.008701898104034456,0.022417320050489017,0.002312170018425762,0.010817096084966948,0.008170494499309035,0.0010506219688831702
0.8750000000000001,"(0.85, 0.9]",79,0.007219171090499278,0.014812965052100283,0.0016772380136079654,0.009337922395662446,0.0070912022625415376,0.0009999223271818544
0.925,"(0.9, 0.95]",80,0.006636983110975825,0.014181613641881228,0.0015955561924088017,0.008080223378804874,0.008625661080598658,0.0012086688648095232
0.9750000000000001,"(0.95, 1.0]",99,0.006802747552780286,0.018744460110350924,0.0018934764076728398,0.00968590214185383,0.010265916484776124,0.0012931236901126252
1.025,"(1.0, 1.05]",104,0.006401121293034435,0.012920610897470935,0.0012731056209046737,0.0066275994839859464,0.010179767709686831,0.0012510686369337598
1.075,"(1.05, 1.1]",109,0.009555931480918293,0.012524238552782029,0.001205145416640632,0.009516642531426811,0.01048486599113321,0.0012586633125502935
1.125,"(1.1, 1.15]",117,0.007262748928685291,0.01201558371171897,0.0011156189403711651,0.007335094780270168,0.009536968016987767,0.0011050383080257594
1.175,"(1.15, 1.2]",112,0.004209763438350238,0.012975672362439475,0.0012315963173074147,0.005197716747483483,0.010126443110191282,0.001199244828647279
1.225,"(1.2, 1.25]",118,0.0037940094151368885,0.017610391834877944,0.001628081301068328,0.004628995495291832,0.008966456689017766,0.0010345221409082757
1.275,"(1.25, 1.3]",104,0.0057228184007849575,0.010893820932524176,0.0010734000715895114,0.005013398517377254,0.008034112401007768,0.0009873728298276287
1.325,"(1.3, 1.35]",117,0.004004629183009219,0.01105117760883922,0.0010260760816640311,0.004819846173681697,0.009022259285864923,0.001045399556553285
1.375,"(1.35, 1.4]",94,0.0006957417895785033,0.01612251866735406,0.001671827305543571,0.0011132778344524752,0.010141496100627331,0.0013109859572307404
1.425,"(1.4, 1.45]",76,0.0019551350719509684,0.016975438744525492,0.001960154825752759,0.0014671905280430053,0.01145788418036001,0.0016472426194060975
1.475,"(1.45, 1.5]",85,0.002234610265036749,0.014300187491715756,0.00156027837221067,0.00035772576748271945,0.00960883060793736,0.0013062340877885315
1.525,"(1.5, 1.55]",41,-0.00031036090971456386,0.0123913269573836,0.0019592408208588185,-0.00021024608496134078,0.0087517434166007,0.0017130206042325826
1.575,"(1.55, 1.6]",29,-0.00010739053606348318,0.01074640655667747,0.002030879945468752,-0.002264086816332167,0.008434816058395772,0.0019630734787610712
1.625,"(1.6, 1.65]",28,-0.0021834390689839467,0.014824645623766496,0.0028530043805074646,-0.0019597344113897464,0.014000596049184888,0.003316098698676706
1.675,"(1.65, 1.7]",11,-0.00763319342771964,0.014776786375585335,0.004672830144459398,-0.004070671819722094,0.010614249524590572,0.004011002096121394
